city,neighborhood,occasion,rank,name,primaryType,rating,reviewCount,priceLevel,distanceKm,videoCount,score,socialBuzz,quality,proximity,occasionFit,recency
Bangalore,HSR Layout,friends,15,Roxie,fine_dining_restaurant,4.4,8339,,2.95,0,21.2,0,75.1,41,0,0
Bangalore,HSR Layout,friends,16,Hotel Greenpark Bengaluru,hotel,4.8,3613,,4.13,0,20.2,0,88.1,17.3,0,0
Bangalore,HSR Layout,friends,17,Byg Brewski Brewing Company,brewpub,4.3,45641,PRICE_LEVEL_EXPENSIVE,4.79,0,19.5,0,71.9,4.2,30,0
Bangalore,HSR Layout,friends,18,Savoury Business Hotel,hotel,4.1,13575,,2.87,0,19.2,0,63.9,42.7,0,0
Bangalore,HSR Layout,friends,19,Mykos Craft Kitchen & Bar,restaurant,4.5,5518,,4.53,0,17.1,0,78.3,9.4,0,0
Bangalore,HSR Layout,friends,20,The Bay at Ecoworld,restaurant,4.4,3862,,4.95,0,15,0,74.2,1,0,0
Bangalore,Whitefield,date_night,1,Dhaba Square,north_indian_restaurant,4.5,6192,PRICE_LEVEL_MODERATE,1.58,5,74.5,100,78.5,68.4,30,40
Bangalore,Whitefield,date_night,2,BLR Brewing Co - Whitefield,brewpub,4.6,12921,PRICE_LEVEL_EXPENSIVE,4.64,5,69.2,100,83.1,7.1,30,70
Bangalore,Whitefield,date_night,3,"ASF - Ancient Stone Flames BBQ & Grill | Whitefield, Bangalore",buffet_restaurant,4.7,3892,,2.97,5,67.1,100,84.8,40.6,0,40
Bangalore,Whitefield,date_night,4,Kaavu,restaurant,4.3,3268,,2.11,5,66.8,100,70.4,57.8,0,40
Bangalore,Whitefield,date_night,5,Anand Sweets - Whitefield,restaurant,4.3,9080,PRICE_LEVEL_MODERATE,0.20,2,53.2,40,71.4,96.1,30,40
Bangalore,Whitefield,date_night,6,Glen's Bakehouse Whitefield,bakery,4.2,12276,PRICE_LEVEL_MODERATE,0.28,1,44.2,20,67.7,94.4,30,40
Bangalore,Whitefield,date_night,7,"The Pump House, Whitefield",brewpub,4.7,11617,PRICE_LEVEL_MODERATE,4.66,1,37.9,20,86.8,6.8,30,70
Bangalore,Whitefield,date_night,8,Windmills Craftworks [Whitefield],brewpub,4.4,21277,PRICE_LEVEL_VERY_EXPENSIVE,3.36,1,36.5,20,75.6,32.8,30,40
Bangalore,Whitefield,date_night,9,"Lemon Tree Suites ,Whitefield, Bengaluru",hotel,4.2,661,,0.39,0,26.8,0,64.6,92.3,0,0
Bangalore,Whitefield,date_night,10,Empire Restaurant @ Brookefield,restaurant,4.4,27335,PRICE_LEVEL_MODERATE,3.82,0,23.2,0,75.7,23.7,30,0
Bangalore,Whitefield,date_night,11,The Den Bengaluru,hotel,4.4,10156,,2.68,0,22,0,75.2,46.4,0,0
Bangalore,Whitefield,date_night,12,NEXUS SHANTINIKETAN,shopping_mall,4.5,87582,,3.22,0,21.3,0,79.9,35.5,0,0
Bangalore,Whitefield,date_night,13,The Rameshwaram Cafe @ Brookfield,south_indian_restaurant,4.2,18239,PRICE_LEVEL_MODERATE,4.05,0,20.9,0,67.8,19,30,0
Bangalore,Whitefield,date_night,14,Asha Tiffins,vegetarian_restaurant,4.2,1979,PRICE_LEVEL_MODERATE,4.23,0,20.1,0,66.4,15.3,30,0
Bangalore,Whitefield,date_night,15,ABV - Artisanal Bier Village,brewery,4.6,4176,,4.07,0,19.1,0,81.4,18.6,0,0
Bangalore,Whitefield,date_night,16,Asha Tiffins,south_indian_restaurant,4.4,10885,PRICE_LEVEL_INEXPENSIVE,3.89,0,18.4,0,75.3,22.2,0,0
Bangalore,Whitefield,date_night,17,"The Zuri Whitefield, Bengaluru",hotel,4.3,8965,,3.66,0,18.3,0,71.4,26.8,0,0
Bangalore,Whitefield,date_night,18,"Lemon Tree Hotel, Whitefield, Bangalore",hotel,4.1,5130,,3.46,0,17.3,0,63.6,30.7,0,0
Bangalore,Whitefield,date_night,19,Biergarten,brewery,4.5,5477,,4.68,0,16.6,0,78.3,6.5,0,0
Bangalore,Whitefield,date_night,20,"Keys Prima By Lemon Tree Hotels, Whitefield, Bengaluru",hotel,3.9,1439,,4.49,0,12.9,0,57,10.2,0,0
Bangalore,Whitefield,family,1,Dhaba Square,north_indian_restaurant,4.5,6192,PRICE_LEVEL_MODERATE,1.58,5,85,100,78.5,68.4,100,40
Bangalore,Whitefield,family,2,The Rameshwaram Cafe @ Brookfield,south_indian_restaurant,4.2,18239,PRICE_LEVEL_MODERATE,4.05,5,78.4,100,67.8,19,100,70
Bangalore,Whitefield,family,3,"ASF - Ancient Stone Flames BBQ & Grill | Whitefield, Bangalore",buffet_restaurant,4.7,3892,,2.97,5,77.6,100,84.8,40.6,70,40
Bangalore,Whitefield,family,4,Asha Tiffins,south_indian_restaurant,4.4,10885,PRICE_LEVEL_INEXPENSIVE,3.89,5,77.4,100,75.3,22.2,100,40
Bangalore,Whitefield,family,5,Kaavu,restaurant,4.3,3268,,2.11,5,66.8,100,70.4,57.8,0,40
Bangalore,Whitefield,family,6,Anand Sweets - Whitefield,restaurant,4.3,9080,PRICE_LEVEL_MODERATE,0.20,2,53.2,40,71.4,96.1,30,40
Bangalore,Whitefield,family,7,Glen's Bakehouse Whitefield,bakery,4.2,12276,PRICE_LEVEL_MODERATE,0.28,1,44.2,20,67.7,94.4,30,40
Bangalore,Whitefield,family,8,"The Pump House, Whitefield",brewpub,4.7,11617,PRICE_LEVEL_MODERATE,4.66,1,37.9,20,86.8,6.8,30,70
Bangalore,Whitefield,family,9,"Lemon Tree Suites ,Whitefield, Bengaluru",hotel,4.2,661,,0.39,0,26.8,0,64.6,92.3,0,0
Bangalore,Whitefield,family,10,Empire Restaurant @ Brookefield,restaurant,4.4,27335,PRICE_LEVEL_MODERATE,3.82,0,23.2,0,75.7,23.7,30,0
Bangalore,Whitefield,family,11,The Den Bengaluru,hotel,4.4,10156,,2.68,0,22,0,75.2,46.4,0,0
Bangalore,Whitefield,family,12,NEXUS SHANTINIKETAN,shopping_mall,4.5,87582,,3.22,0,21.3,0,79.9,35.5,0,0
Bangalore,Whitefield,family,13,Asha Tiffins,vegetarian_restaurant,4.2,1979,PRICE_LEVEL_MODERATE,4.23,0,20.1,0,66.4,15.3,30,0
Bangalore,Whitefield,family,14,Windmills Craftworks [Whitefield],brewpub,4.4,21277,PRICE_LEVEL_VERY_EXPENSIVE,3.36,0,20,0,75.6,32.8,0,0
Bangalore,Whitefield,family,15,ABV - Artisanal Bier Village,brewery,4.6,4176,,4.07,0,19.1,0,81.4,18.6,0,0
Bangalore,Whitefield,family,16,"The Zuri Whitefield, Bengaluru",hotel,4.3,8965,,3.66,0,18.3,0,71.4,26.8,0,0
Bangalore,Whitefield,family,17,BLR Brewing Co - Whitefield,brewpub,4.6,12921,PRICE_LEVEL_EXPENSIVE,4.64,0,17.7,0,83.1,7.1,0,0
Bangalore,Whitefield,family,18,"Lemon Tree Hotel, Whitefield, Bangalore",hotel,4.1,5130,,3.46,0,17.3,0,63.6,30.7,0,0
Bangalore,Whitefield,family,19,Biergarten,brewery,4.5,5477,,4.68,0,16.6,0,78.3,6.5,0,0
Bangalore,Whitefield,family,20,"Keys Prima By Lemon Tree Hotels, Whitefield, Bengaluru",hotel,3.9,1439,,4.49,0,12.9,0,57,10.2,0,0
Bangalore,Whitefield,friends,1,Dhaba Square,north_indian_restaurant,4.5,6192,PRICE_LEVEL_MODERATE,1.58,5,74.5,100,78.5,68.4,30,40
Bangalore,Whitefield,friends,2,ABV - Artisanal Bier Village,brewery,4.6,4176,,4.07,5,73.6,100,81.4,18.6,70,40
Bangalore,Whitefield,friends,3,"ASF - Ancient Stone Flames BBQ & Grill | Whitefield, Bangalore",buffet_restaurant,4.7,3892,,2.97,5,67.1,100,84.8,40.6,0,40
Bangalore,Whitefield,friends,4,Kaavu,restaurant,4.3,3268,,2.11,5,66.8,100,70.4,57.8,0,40
Bangalore,Whitefield,friends,5,Biergarten,brewery,4.5,5477,,4.68,4,63.1,80,78.3,6.5,70,40
Bangalore,Whitefield,friends,6,Anand Sweets - Whitefield,restaurant,4.3,9080,PRICE_LEVEL_MODERATE,0.20,2,53.2,40,71.4,96.1,30,40
Bangalore,Whitefield,friends,7,Glen's Bakehouse Whitefield,bakery,4.2,12276,PRICE_LEVEL_MODERATE,0.28,1,44.2,20,67.7,94.4,30,40
Bangalore,Whitefield,friends,8,"The Pump House, Whitefield",brewpub,4.7,11617,PRICE_LEVEL_MODERATE,4.66,1,37.9,20,86.8,6.8,30,70
Bangalore,Whitefield,friends,9,"Lemon Tree Suites ,Whitefield, Bengaluru",hotel,4.2,661,,0.39,0,26.8,0,64.6,92.3,0,0
Bangalore,Whitefield,friends,10,Empire Restaurant @ Brookefield,restaurant,4.4,27335,PRICE_LEVEL_MODERATE,3.82,0,23.2,0,75.7,23.7,30,0
Bangalore,Whitefield,friends,11,BLR Brewing Co - Whitefield,brewpub,4.6,12921,PRICE_LEVEL_EXPENSIVE,4.64,0,22.2,0,83.1,7.1,30,0
Bangalore,Whitefield,friends,12,The Den Bengaluru,hotel,4.4,10156,,2.68,0,22,0,75.2,46.4,0,0
Bangalore,Whitefield,friends,13,NEXUS SHANTINIKETAN,shopping_mall,4.5,87582,,3.22,0,21.3,0,79.9,35.5,0,0
Bangalore,Whitefield,friends,14,The Rameshwaram Cafe @ Brookfield,south_indian_restaurant,4.2,18239,PRICE_LEVEL_MODERATE,4.05,0,20.9,0,67.8,19,30,0
Bangalore,Whitefield,friends,15,Asha Tiffins,vegetarian_restaurant,4.2,1979,PRICE_LEVEL_MODERATE,4.23,0,20.1,0,66.4,15.3,30,0
Bangalore,Whitefield,friends,16,Windmills Craftworks [Whitefield],brewpub,4.4,21277,PRICE_LEVEL_VERY_EXPENSIVE,3.36,0,20,0,75.6,32.8,0,0
Bangalore,Whitefield,friends,17,Asha Tiffins,south_indian_restaurant,4.4,10885,PRICE_LEVEL_INEXPENSIVE,3.89,0,18.4,0,75.3,22.2,0,0
Bangalore,Whitefield,friends,18,"The Zuri Whitefield, Bengaluru",hotel,4.3,8965,,3.66,0,18.3,0,71.4,26.8,0,0
Bangalore,Whitefield,friends,19,"Lemon Tree Hotel, Whitefield, Bangalore",hotel,4.1,5130,,3.46,0,17.3,0,63.6,30.7,0,0
Bangalore,Whitefield,friends,20,"Keys Prima By Lemon Tree Hotels, Whitefield, Bengaluru",hotel,3.9,1439,,4.49,0,12.9,0,57,10.2,0,0
Bangalore,Marathahalli,date_night,1,Ironhill Bengaluru,brewery,4.7,39890,,0.92,5,76.8,100,87.7,81.5,0,70
Bangalore,Marathahalli,date_night,2,BLR Brewing Co - Whitefield,brewpub,4.6,12921,PRICE_LEVEL_EXPENSIVE,2.85,5,74.6,100,83.1,43,30,70
Bangalore,Marathahalli,date_night,3,The Rameshwaram Cafe @ Brookfield,south_indian_restaurant,4.2,18239,PRICE_LEVEL_MODERATE,2.10,5,73.8,100,67.8,58.1,30,70
Bangalore,Marathahalli,date_night,4,Meghana Foods - Marathahalli,south_indian_restaurant,4.1,24881,PRICE_LEVEL_MODERATE,1.08,5,73,100,63.9,78.3,30,40
Bangalore,Marathahalli,date_night,5,Long Boat Brewing Co.,brewery,4.5,14689,,0.88,5,72.2,100,79.3,82.3,0,40
Bangalore,Marathahalli,date_night,6,Asha Tiffins,vegetarian_restaurant,4.2,1979,PRICE_LEVEL_MODERATE,2.14,5,70.4,100,66.4,57.2,30,40
Bangalore,Marathahalli,date_night,7,Helen’s Place Marathahalli,restaurant,4.3,3733,,0.96,5,70.3,100,70.6,80.9,0,40
Bangalore,Marathahalli,date_night,8,AnTeRa Kitchen and Bar - Marathahalli,south_indian_restaurant,4.5,2281,,1.35,5,70.2,100,76.4,73.1,0,40
Bangalore,Marathahalli,date_night,9,Biergarten Bellandur,brewpub,4.6,9415,PRICE_LEVEL_MODERATE,3.51,2,45.5,40,82.8,29.8,30,40
Bangalore,Marathahalli,date_night,10,Torq03,amusement_center,4.5,29679,,0.79,0,28.6,0,79.7,84.3,0,0
Bangalore,Marathahalli,date_night,11,Asha Tiffins,south_indian_restaurant,4.4,10885,PRICE_LEVEL_INEXPENSIVE,1.94,0,24.2,0,75.3,61.2,0,0
Bangalore,Marathahalli,date_night,12,Toit Mahadevapura,pub,4.7,1578,,2.45,0,23.9,0,81.3,51.1,0,0
Bangalore,Marathahalli,date_night,13,Bellandur SOCIAL,restaurant,3.9,5549,PRICE_LEVEL_EXPENSIVE,2.38,0,23.6,0,56.3,52.3,30,0
Bangalore,Marathahalli,date_night,14,Windmills Craftworks [Whitefield],brewpub,4.4,21277,PRICE_LEVEL_VERY_EXPENSIVE,3.71,0,23.5,0,75.6,25.8,30,0
Bangalore,Marathahalli,date_night,15,Maize & Malt - Craft Brewery & Kitchen,brewpub,4.7,7105,,4.07,0,20,0,86.2,18.6,0,0
Bangalore,Marathahalli,date_night,16,Mannheim Craft Brewery Whitefield,brewery,4.6,2006,,3.72,0,19.7,0,79.2,25.5,0,0
Bangalore,Marathahalli,date_night,17,ABV - Artisanal Bier Village,brewery,4.6,4176,,4.38,0,18.1,0,81.4,12.4,0,0
Bangalore,Marathahalli,date_night,18,Kaavu,restaurant,4.3,3268,,3.81,0,17.7,0,70.4,23.8,0,0
Bangalore,Marathahalli,date_night,19,NEXUS SHANTINIKETAN,shopping_mall,4.5,87582,,4.75,0,16.7,0,79.9,5.1,0,0
Bangalore,Marathahalli,date_night,20,The Bay at Ecoworld,restaurant,4.4,3862,,4.52,0,16.3,0,74.2,9.7,0,0
Bangalore,Marathahalli,family,1,The Rameshwaram Cafe @ Brookfield,south_indian_restaurant,4.2,18239,PRICE_LEVEL_MODERATE,2.10,5,84.3,100,67.8,58.1,100,70
Bangalore,Marathahalli,family,2,Meghana Foods - Marathahalli,south_indian_restaurant,4.1,24881,PRICE_LEVEL_MODERATE,1.08,5,83.5,100,63.9,78.3,100,40
Bangalore,Marathahalli,family,3,Asha Tiffins,south_indian_restaurant,4.4,10885,PRICE_LEVEL_INEXPENSIVE,1.94,5,83.2,100,75.3,61.2,100,40
Bangalore,Marathahalli,family,4,AnTeRa Kitchen and Bar - Marathahalli,south_indian_restaurant,4.5,2281,,1.35,5,80.7,100,76.4,73.1,70,40
Bangalore,Marathahalli,family,5,Ironhill Bengaluru,brewery,4.7,39890,,0.92,5,76.8,100,87.7,81.5,0,70
Bangalore,Marathahalli,family,6,Long Boat Brewing Co.,brewery,4.5,14689,,0.88,5,72.2,100,79.3,82.3,0,40
Bangalore,Marathahalli,family,7,Asha Tiffins,vegetarian_restaurant,4.2,1979,PRICE_LEVEL_MODERATE,2.14,5,70.4,100,66.4,57.2,30,40
Bangalore,Marathahalli,family,8,Helen’s Place Marathahalli,restaurant,4.3,3733,,0.96,5,70.3,100,70.6,80.9,0,40
Bangalore,Marathahalli,family,9,Biergarten Bellandur,brewpub,4.6,9415,PRICE_LEVEL_MODERATE,3.51,2,45.5,40,82.8,29.8,30,40
Bangalore,Marathahalli,family,10,Torq03,amusement_center,4.5,29679,,0.79,0,28.6,0,79.7,84.3,0,0
Bangalore,Marathahalli,family,11,Toit Mahadevapura,pub,4.7,1578,,2.45,0,23.9,0,81.3,51.1,0,0
Bangalore,Marathahalli,family,12,BLR Brewing Co - Whitefield,brewpub,4.6,12921,PRICE_LEVEL_EXPENSIVE,2.85,0,23.1,0,83.1,43,0,0
Bangalore,Marathahalli,family,13,Maize & Malt - Craft Brewery & Kitchen,brewpub,4.7,7105,,4.07,0,20,0,86.2,18.6,0,0
Bangalore,Marathahalli,family,14,Mannheim Craft Brewery Whitefield,brewery,4.6,2006,,3.72,0,19.7,0,79.2,25.5,0,0
Bangalore,Marathahalli,family,15,Bellandur SOCIAL,restaurant,3.9,5549,PRICE_LEVEL_EXPENSIVE,2.38,0,19.1,0,56.3,52.3,0,0
Bangalore,Marathahalli,family,16,Windmills Craftworks [Whitefield],brewpub,4.4,21277,PRICE_LEVEL_VERY_EXPENSIVE,3.71,0,19,0,75.6,25.8,0,0
Bangalore,Marathahalli,family,17,ABV - Artisanal Bier Village,brewery,4.6,4176,,4.38,0,18.1,0,81.4,12.4,0,0
Bangalore,Marathahalli,family,18,Kaavu,restaurant,4.3,3268,,3.81,0,17.7,0,70.4,23.8,0,0
Bangalore,Marathahalli,family,19,NEXUS SHANTINIKETAN,shopping_mall,4.5,87582,,4.75,0,16.7,0,79.9,5.1,0,0
Bangalore,Marathahalli,family,20,The Bay at Ecoworld,restaurant,4.4,3862,,4.52,0,16.3,0,74.2,9.7,0,0
Bangalore,Marathahalli,friends,1,Ironhill Bengaluru,brewery,4.7,39890,,0.92,5,87.3,100,87.7,81.5,70,70
Bangalore,Marathahalli,friends,2,Long Boat Brewing Co.,brewery,4.5,14689,,0.88,5,82.7,100,79.3,82.3,70,40
Bangalore,Marathahalli,friends,3,BLR Brewing Co - Whitefield,brewpub,4.6,12921,PRICE_LEVEL_EXPENSIVE,2.85,5,74.6,100,83.1,43,30,70
Bangalore,Marathahalli,friends,4,The Rameshwaram Cafe @ Brookfield,south_indian_restaurant,4.2,18239,PRICE_LEVEL_MODERATE,2.10,5,73.8,100,67.8,58.1,30,70
Bangalore,Marathahalli,friends,5,Meghana Foods - Marathahalli,south_indian_restaurant,4.1,24881,PRICE_LEVEL_MODERATE,1.08,5,73,100,63.9,78.3,30,40
Bangalore,Marathahalli,friends,6,ABV - Artisanal Bier Village,brewery,4.6,4176,,4.38,5,72.6,100,81.4,12.4,70,40
Bangalore,Marathahalli,friends,7,Asha Tiffins,vegetarian_restaurant,4.2,1979,PRICE_LEVEL_MODERATE,2.14,5,70.4,100,66.4,57.2,30,40
Bangalore,Marathahalli,friends,8,Mannheim Craft Brewery Whitefield,brewery,4.6,2006,,3.72,3,61.2,60,79.2,25.5,70,70
Bangalore,Marathahalli,friends,9,Toit Mahadevapura,pub,4.7,1578,,2.45,0,34.4,0,81.3,51.1,70,0
Bangalore,Marathahalli,friends,10,Torq03,amusement_center,4.5,29679,,0.79,0,28.6,0,79.7,84.3,0,0
Bangalore,Marathahalli,friends,11,Helen’s Place Marathahalli,restaurant,4.3,3733,,0.96,0,26.3,0,70.6,80.9,0,0
Bangalore,Marathahalli,friends,12,AnTeRa Kitchen and Bar - Marathahalli,south_indian_restaurant,4.5,2281,,1.35,0,26.2,0,76.4,73.1,0,0
Bangalore,Marathahalli,friends,13,Biergarten Bellandur,brewpub,4.6,9415,PRICE_LEVEL_MODERATE,3.51,0,25.5,0,82.8,29.8,30,0
Bangalore,Marathahalli,friends,14,Asha Tiffins,south_indian_restaurant,4.4,10885,PRICE_LEVEL_INEXPENSIVE,1.94,0,24.2,0,75.3,61.2,0,0
Bangalore,Marathahalli,friends,15,Bellandur SOCIAL,restaurant,3.9,5549,PRICE_LEVEL_EXPENSIVE,2.38,0,23.6,0,56.3,52.3,30,0
Bangalore,Marathahalli,friends,16,Maize & Malt - Craft Brewery & Kitchen,brewpub,4.7,7105,,4.07,0,20,0,86.2,18.6,0,0
Bangalore,Marathahalli,friends,17,Windmills Craftworks [Whitefield],brewpub,4.4,21277,PRICE_LEVEL_VERY_EXPENSIVE,3.71,0,19,0,75.6,25.8,0,0
Bangalore,Marathahalli,friends,18,Kaavu,restaurant,4.3,3268,,3.81,0,17.7,0,70.4,23.8,0,0
Bangalore,Marathahalli,friends,19,NEXUS SHANTINIKETAN,shopping_mall,4.5,87582,,4.75,0,16.7,0,79.9,5.1,0,0
Bangalore,Marathahalli,friends,20,The Bay at Ecoworld,restaurant,4.4,3862,,4.52,0,16.3,0,74.2,9.7,0,0
Bangalore,Jayanagar,date_night,1,PHURR | Jayanagar,fine_dining_restaurant,4.7,16734,,1.44,5,82.6,100,87.2,71.2,70,40
Bangalore,Jayanagar,date_night,2,Taaza Thindi,south_indian_restaurant,4.6,36778,PRICE_LEVEL_INEXPENSIVE,0.25,5,78,100,83.7,95.1,0,70
Bangalore,Jayanagar,date_night,3,Meghana Foods,south_indian_restaurant,4.3,35105,PRICE_LEVEL_MODERATE,1.01,5,74.8,100,71.8,79.8,30,40
Bangalore,Jayanagar,date_night,4,The Rameshwaram Cafe @ JP Nagar,restaurant,4.1,22850,PRICE_LEVEL_MODERATE,2.09,5,73,100,63.9,58.3,30,70
Bangalore,Jayanagar,date_night,5,Dyu Art Cafe,cafe,4.4,20752,PRICE_LEVEL_MODERATE,2.93,5,72.8,100,75.6,41.4,30,70
Bangalore,Jayanagar,date_night,6,MTR,vegetarian_restaurant,4.3,39150,PRICE_LEVEL_MODERATE,3.47,5,67.4,100,71.8,30.5,30,40
Bangalore,Jayanagar,date_night,7,The Pump House,brewpub,4.5,29904,PRICE_LEVEL_EXPENSIVE,2.41,4,67.2,80,79.7,51.9,30,70
Bangalore,Jayanagar,date_night,8,Truffles Koramangala,restaurant,4.5,50781,PRICE_LEVEL_MODERATE,2.42,4,67.2,80,79.8,51.7,30,70
Bangalore,Jayanagar,date_night,9,Nahdi Mandi Restaurant Bangalore,restaurant,4.4,7914,PRICE_LEVEL_MODERATE,2.89,4,61.8,80,75,42.1,30,40
Bangalore,Jayanagar,date_night,10,URU Brewpark,brewpub,4.3,24339,PRICE_LEVEL_EXPENSIVE,2.28,1,39,20,71.8,54.4,30,40
Bangalore,Jayanagar,date_night,11,Vidyarthi Bhavan,south_indian_restaurant,4.2,57365,PRICE_LEVEL_MODERATE,3.30,0,23.2,0,67.9,34.1,30,0
Bangalore,Jayanagar,date_night,12,The Bier Library,brewpub,4.4,22440,PRICE_LEVEL_EXPENSIVE,3.84,0,23.1,0,75.7,23.2,30,0
Bangalore,Jayanagar,date_night,13,Shivaji Military Hotel,indian_restaurant,3.8,24478,PRICE_LEVEL_MODERATE,2.29,0,23.1,0,52.2,54.3,30,0
Bangalore,Jayanagar,date_night,14,The Palms Brew and Kitchen,brewery,4.7,5845,,3.40,0,21.9,0,85.8,31.9,0,0
Bangalore,Jayanagar,date_night,15,Mykos Craft Kitchen & Bar,restaurant,4.5,5518,,3.12,0,21.3,0,78.3,37.7,0,0
Bangalore,Jayanagar,date_night,16,Savoury Business Hotel,hotel,4.1,13575,,2.52,0,20.2,0,63.9,49.7,0,0
Bangalore,Jayanagar,date_night,17,Bistro Claytopia,cafe,4.2,8130,PRICE_LEVEL_MODERATE,4.28,0,20.2,0,67.5,14.4,30,0
Bangalore,Jayanagar,date_night,18,V. V. Puram Food Street (Thindi Beedi),food_court,4.2,22865,,3.37,0,18.5,0,67.8,32.7,0,0
Bangalore,Jayanagar,date_night,19,Asha Tiffins,vegetarian_restaurant,4.4,17821,PRICE_LEVEL_INEXPENSIVE,4.46,0,16.8,0,75.6,10.9,0,0
Bangalore,Jayanagar,date_night,20,The Chancery Pavilion,hotel,4.1,19165,,4.60,0,14,0,63.9,8.1,0,0
Bangalore,Jayanagar,family,1,Taaza Thindi,south_indian_restaurant,4.6,36778,PRICE_LEVEL_INEXPENSIVE,0.25,5,93,100,83.7,95.1,100,70
Bangalore,Jayanagar,family,2,Meghana Foods,south_indian_restaurant,4.3,35105,PRICE_LEVEL_MODERATE,1.01,5,85.3,100,71.8,79.8,100,40
Bangalore,Jayanagar,family,3,Dyu Art Cafe,cafe,4.4,20752,PRICE_LEVEL_MODERATE,2.93,5,83.3,100,75.6,41.4,100,70
Bangalore,Jayanagar,family,4,Vidyarthi Bhavan,south_indian_restaurant,4.2,57365,PRICE_LEVEL_MODERATE,3.30,5,77.7,100,67.9,34.1,100,40
Bangalore,Jayanagar,family,5,Shivaji Military Hotel,indian_restaurant,3.8,24478,PRICE_LEVEL_MODERATE,2.29,5,77.6,100,52.2,54.3,100,40
Bangalore,Jayanagar,family,6,Bistro Claytopia,cafe,4.2,8130,PRICE_LEVEL_MODERATE,4.28,5,74.7,100,67.5,14.4,100,40
Bangalore,Jayanagar,family,7,The Rameshwaram Cafe @ JP Nagar,restaurant,4.1,22850,PRICE_LEVEL_MODERATE,2.09,5,73,100,63.9,58.3,30,70
Bangalore,Jayanagar,family,8,PHURR | Jayanagar,fine_dining_restaurant,4.7,16734,,1.44,5,72.1,100,87.2,71.2,0,40
Bangalore,Jayanagar,family,9,Truffles Koramangala,restaurant,4.5,50781,PRICE_LEVEL_MODERATE,2.42,4,67.2,80,79.8,51.7,30,70
Bangalore,Jayanagar,family,10,Nahdi Mandi Restaurant Bangalore,restaurant,4.4,7914,PRICE_LEVEL_MODERATE,2.89,4,61.8,80,75,42.1,30,40
Bangalore,Jayanagar,family,11,The Pump House,brewpub,4.5,29904,PRICE_LEVEL_EXPENSIVE,2.41,0,23.7,0,79.7,51.9,0,0
Bangalore,Jayanagar,family,12,MTR,vegetarian_restaurant,4.3,39150,PRICE_LEVEL_MODERATE,3.47,0,23.4,0,71.8,30.5,30,0
Bangalore,Jayanagar,family,13,URU Brewpark,brewpub,4.3,24339,PRICE_LEVEL_EXPENSIVE,2.28,0,22.5,0,71.8,54.4,0,0
Bangalore,Jayanagar,family,14,The Palms Brew and Kitchen,brewery,4.7,5845,,3.40,0,21.9,0,85.8,31.9,0,0
Bangalore,Jayanagar,family,15,Mykos Craft Kitchen & Bar,restaurant,4.5,5518,,3.12,0,21.3,0,78.3,37.7,0,0
Bangalore,Jayanagar,family,16,Asha Tiffins,vegetarian_restaurant,4.4,17821,PRICE_LEVEL_INEXPENSIVE,4.46,0,21.3,0,75.6,10.9,30,0
Bangalore,Jayanagar,family,17,Savoury Business Hotel,hotel,4.1,13575,,2.52,0,20.2,0,63.9,49.7,0,0
Bangalore,Jayanagar,family,18,The Bier Library,brewpub,4.4,22440,PRICE_LEVEL_EXPENSIVE,3.84,0,18.6,0,75.7,23.2,0,0
Bangalore,Jayanagar,family,19,V. V. Puram Food Street (Thindi Beedi),food_court,4.2,22865,,3.37,0,18.5,0,67.8,32.7,0,0
Bangalore,Jayanagar,family,20,The Chancery Pavilion,hotel,4.1,19165,,4.60,0,14,0,63.9,8.1,0,0
Bangalore,Jayanagar,friends,1,Taaza Thindi,south_indian_restaurant,4.6,36778,PRICE_LEVEL_INEXPENSIVE,0.25,5,78,100,83.7,95.1,0,70
Bangalore,Jayanagar,friends,2,Meghana Foods,south_indian_restaurant,4.3,35105,PRICE_LEVEL_MODERATE,1.01,5,74.8,100,71.8,79.8,30,40
Bangalore,Jayanagar,friends,3,The Rameshwaram Cafe @ JP Nagar,restaurant,4.1,22850,PRICE_LEVEL_MODERATE,2.09,5,73,100,63.9,58.3,30,70
Bangalore,Jayanagar,friends,4,Dyu Art Cafe,cafe,4.4,20752,PRICE_LEVEL_MODERATE,2.93,5,72.8,100,75.6,41.4,30,70
Bangalore,Jayanagar,friends,5,PHURR | Jayanagar,fine_dining_restaurant,4.7,16734,,1.44,5,72.1,100,87.2,71.2,0,40
Bangalore,Jayanagar,friends,6,The Pump House,brewpub,4.5,29904,PRICE_LEVEL_EXPENSIVE,2.41,4,67.2,80,79.7,51.9,30,70
Bangalore,Jayanagar,friends,7,Truffles Koramangala,restaurant,4.5,50781,PRICE_LEVEL_MODERATE,2.42,4,67.2,80,79.8,51.7,30,70
Bangalore,Jayanagar,friends,8,The Palms Brew and Kitchen,brewery,4.7,5845,,3.40,3,63.4,60,85.8,31.9,70,70
Bangalore,Jayanagar,friends,9,Nahdi Mandi Restaurant Bangalore,restaurant,4.4,7914,PRICE_LEVEL_MODERATE,2.89,4,61.8,80,75,42.1,30,40
Bangalore,Jayanagar,friends,10,URU Brewpark,brewpub,4.3,24339,PRICE_LEVEL_EXPENSIVE,2.28,1,39,20,71.8,54.4,30,40
Bangalore,Jayanagar,friends,11,MTR,vegetarian_restaurant,4.3,39150,PRICE_LEVEL_MODERATE,3.47,0,23.4,0,71.8,30.5,30,0
