city,neighborhood,occasion,rank,name,primaryType,rating,reviewCount,priceLevel,distanceKm,videoCount,score,socialBuzz,quality,proximity,occasionFit,recency
Bangalore,BTM Layout,family,6,Shivaji Military Hotel,indian_restaurant,3.8,24478,PRICE_LEVEL_MODERATE,3.92,5,72.7,100,52.2,21.6,100,40
Bangalore,BTM Layout,family,7,Asha Tiffins,vegetarian_restaurant,4.4,17821,PRICE_LEVEL_INEXPENSIVE,2.50,5,71.1,100,75.6,50,30,40
Bangalore,BTM Layout,family,8,Truffles Koramangala,restaurant,4.5,50781,PRICE_LEVEL_MODERATE,1.94,4,68.7,80,79.8,61.3,30,70
Bangalore,BTM Layout,family,9,Nahdi Mandi Restaurant Bangalore,restaurant,4.4,7914,PRICE_LEVEL_MODERATE,1.19,4,66.9,80,75,76.3,30,40
Bangalore,BTM Layout,family,10,Hotel Greenpark Bengaluru,hotel,4.8,3613,,1.36,0,28.5,0,88.1,72.8,0,0
Bangalore,BTM Layout,family,11,The Rameshwaram Cafe @ JP Nagar,restaurant,4.1,22850,PRICE_LEVEL_MODERATE,2.40,0,25.1,0,63.9,52,30,0
Bangalore,BTM Layout,family,12,URU Brewpark,brewpub,4.3,24339,PRICE_LEVEL_EXPENSIVE,1.54,0,24.7,0,71.8,69.1,0,0
Bangalore,BTM Layout,family,13,HSR High Street 2.0,food_court,4.1,10568,PRICE_LEVEL_MODERATE,2.75,0,24,0,63.8,45.1,30,0
Bangalore,BTM Layout,family,14,Savoury Business Hotel,hotel,4.1,13575,,1.29,0,23.9,0,63.9,74.3,0,0
Bangalore,BTM Layout,family,15,Mykos Craft Kitchen & Bar,restaurant,4.5,5518,,2.40,0,23.5,0,78.3,52,0,0
Bangalore,BTM Layout,family,16,PHURR | Jayanagar,fine_dining_restaurant,4.7,16734,,3.43,0,22.2,0,87.2,31.4,0,0
Bangalore,BTM Layout,family,17,The Pump House,brewpub,4.5,29904,PRICE_LEVEL_EXPENSIVE,3.23,0,21.2,0,79.7,35.3,0,0
Bangalore,BTM Layout,family,18,The Bier Library,brewpub,4.4,22440,PRICE_LEVEL_EXPENSIVE,3.06,0,21,0,75.7,38.9,0,0
Bangalore,BTM Layout,family,19,The Palms Brew and Kitchen,brewery,4.7,5845,,3.78,0,20.8,0,85.8,24.4,0,0
Bangalore,BTM Layout,family,20,"Babai Tiffins, HSR Layout",vegetarian_restaurant,4.4,3847,,3.77,0,18.5,0,74.2,24.6,0,0
Bangalore,BTM Layout,friends,1,The Hole In The Wall Cafe,cafe,4.3,20698,PRICE_LEVEL_MODERATE,2.62,5,76,100,71.7,47.6,30,100
Bangalore,BTM Layout,friends,2,Dyu Art Cafe,cafe,4.4,20752,PRICE_LEVEL_MODERATE,2.46,5,74.3,100,75.6,50.9,30,70
Bangalore,BTM Layout,friends,3,Taaza Thindi,south_indian_restaurant,4.6,36778,PRICE_LEVEL_INEXPENSIVE,1.95,5,72.9,100,83.7,61,0,70
Bangalore,BTM Layout,friends,4,The Bier Library,brewpub,4.4,22440,PRICE_LEVEL_EXPENSIVE,3.06,5,69.5,100,75.7,38.9,30,40
Bangalore,BTM Layout,friends,5,Truffles Koramangala,restaurant,4.5,50781,PRICE_LEVEL_MODERATE,1.94,4,68.7,80,79.8,61.3,30,70
Bangalore,BTM Layout,friends,6,Nahdi Mandi Restaurant Bangalore,restaurant,4.4,7914,PRICE_LEVEL_MODERATE,1.19,4,66.9,80,75,76.3,30,40
Bangalore,BTM Layout,friends,7,The Pump House,brewpub,4.5,29904,PRICE_LEVEL_EXPENSIVE,3.23,4,64.7,80,79.7,35.3,30,70
Bangalore,BTM Layout,friends,8,The Palms Brew and Kitchen,brewery,4.7,5845,,3.78,3,62.3,60,85.8,24.4,70,70
Bangalore,BTM Layout,friends,9,URU Brewpark,brewpub,4.3,24339,PRICE_LEVEL_EXPENSIVE,1.54,1,41.2,20,71.8,69.1,30,40
Bangalore,BTM Layout,friends,10,Hotel Greenpark Bengaluru,hotel,4.8,3613,,1.36,0,28.5,0,88.1,72.8,0,0
Bangalore,BTM Layout,friends,11,The Rameshwaram Cafe @ JP Nagar,restaurant,4.1,22850,PRICE_LEVEL_MODERATE,2.40,0,25.1,0,63.9,52,30,0
Bangalore,BTM Layout,friends,12,Meghana Foods,south_indian_restaurant,4.3,35105,PRICE_LEVEL_MODERATE,2.96,0,25,0,71.8,40.7,30,0
Bangalore,BTM Layout,friends,13,Bistro Claytopia,cafe,4.2,8130,PRICE_LEVEL_MODERATE,2.70,0,24.9,0,67.5,45.9,30,0
Bangalore,BTM Layout,friends,14,HSR High Street 2.0,food_court,4.1,10568,PRICE_LEVEL_MODERATE,2.75,0,24,0,63.8,45.1,30,0
Bangalore,BTM Layout,friends,15,Savoury Business Hotel,hotel,4.1,13575,,1.29,0,23.9,0,63.9,74.3,0,0
Bangalore,BTM Layout,friends,16,Mykos Craft Kitchen & Bar,restaurant,4.5,5518,,2.40,0,23.5,0,78.3,52,0,0
Bangalore,BTM Layout,friends,17,Asha Tiffins,vegetarian_restaurant,4.4,17821,PRICE_LEVEL_INEXPENSIVE,2.50,0,22.6,0,75.6,50,0,0
Bangalore,BTM Layout,friends,18,PHURR | Jayanagar,fine_dining_restaurant,4.7,16734,,3.43,0,22.2,0,87.2,31.4,0,0
Bangalore,BTM Layout,friends,19,"Babai Tiffins, HSR Layout",vegetarian_restaurant,4.4,3847,,3.77,0,18.5,0,74.2,24.6,0,0
Bangalore,BTM Layout,friends,20,Shivaji Military Hotel,indian_restaurant,3.8,24478,PRICE_LEVEL_MODERATE,3.92,0,18.2,0,52.2,21.6,30,0
Bangalore,Electronic City,date_night,1,Village Restaurant,middle_eastern_restaurant,3.9,3563,PRICE_LEVEL_MODERATE,0.93,5,72,100,56.5,81.4,30,40
Bangalore,Electronic City,date_night,2,Adyar Ananda Bhavan - A2B,vegetarian_restaurant,4.1,16402,PRICE_LEVEL_MODERATE,1.23,3,59.6,60,63.9,75.5,30,70
Bangalore,Electronic City,date_night,3,SECTOR 144 - Electronic City,pub,4.7,4482,PRICE_LEVEL_MODERATE,1.76,3,59.3,60,85.2,64.9,30,40
Bangalore,Electronic City,date_night,4,"AB's - Absolute Barbecues | Electronic City, Bangalore",barbecue_restaurant,4.4,3984,PRICE_LEVEL_MODERATE,1.80,3,56.9,60,74.2,64,30,40
Bangalore,Electronic City,date_night,5,46 Ounces Brewgarden,brewpub,4.6,16579,PRICE_LEVEL_EXPENSIVE,0.56,2,54.5,40,83.3,88.9,30,40
Bangalore,Electronic City,date_night,6,Pattikattan Biryani,south_indian_restaurant,4.2,8482,PRICE_LEVEL_MODERATE,1.18,2,49.5,40,67.6,76.3,30,40
Bangalore,Electronic City,date_night,7,Nandhana Palace - Andhra Style Restaurant - Electronic City,south_indian_restaurant,4.7,5968,PRICE_LEVEL_MODERATE,1.69,1,46.6,20,85.8,66.2,30,70
Bangalore,Electronic City,date_night,8,BLR Brewing Co - Electronic City,brewery,4.4,4518,PRICE_LEVEL_MODERATE,0.92,1,43.6,20,74.4,81.7,30,40
Bangalore,Electronic City,date_night,9,Thyme & Whisk | Pure Veg Restaurant,vegetarian_restaurant,4.7,3250,,0.92,1,41.1,20,84.3,81.5,0,40
Bangalore,Electronic City,date_night,10,"Lemon Tree Hotel, Electronic City, Bangalore",hotel,4.2,1960,,0.50,0,26.8,0,66.4,90.1,0,0
Bangalore,Electronic City,date_night,11,Ruchi Sagar Hotel,vegetarian_restaurant,3.8,5901,PRICE_LEVEL_MODERATE,1.24,0,26.3,0,52.6,75.1,30,0
Bangalore,Electronic City,date_night,12,"The Big Buffet - Eat Unlimited, Electronic City",buffet_restaurant,4.4,1728,,1.44,0,25.2,0,72.4,71.2,0,0
Bangalore,Electronic City,date_night,13,Bier Loft - Brewery | Pub | Restaurant,pub,4.6,908,,1.74,0,24.9,0,75.5,65.1,0,0
Bangalore,Electronic City,date_night,14,Mangroove Taproom & Kitchen,restaurant,4.6,2244,,2.41,0,23.7,0,79.6,51.8,0,0
Bangalore,Electronic City,date_night,15,Meghana Foods - Singasandra,indian_restaurant,4.4,8374,PRICE_LEVEL_MODERATE,4.05,0,22.4,0,75.1,18.9,30,0
Bangalore,Electronic City,date_night,16,Seasons Restaurant Electronic City,indian_restaurant,3.8,5653,,1.25,0,21.8,0,52.7,75,0,0
Bangalore,Electronic City,date_night,17,VRR Convention Center- A Luxurys Wedding Destination,convention_center,4.3,221,,2.60,0,19.9,0,63.7,47.9,0,0
Bangalore,Electronic City,date_night,18,Nandhini Deluxe - Singasandra,family_restaurant,4.2,4482,PRICE_LEVEL_MODERATE,4.70,0,18.8,0,67.2,6,30,0
Bangalore,Electronic City,date_night,19,"Keys Select By Lemon Tree Hotels, Hosur Road, Bengaluru",hotel,4.1,6398,,4.13,0,15.4,0,63.7,17.4,0,0
Bangalore,Electronic City,date_night,20,Macaw By Stories,pub,4.3,4590,,4.71,0,15,0,70.8,5.9,0,0
Bangalore,Electronic City,family,1,"The Big Buffet - Eat Unlimited, Electronic City",buffet_restaurant,4.4,1728,,1.44,5,82.7,100,72.4,71.2,70,70
Bangalore,Electronic City,family,2,Pattikattan Biryani,south_indian_restaurant,4.2,8482,PRICE_LEVEL_MODERATE,1.18,2,60,40,67.6,76.3,100,40
Bangalore,Electronic City,family,3,SECTOR 144 - Electronic City,pub,4.7,4482,PRICE_LEVEL_MODERATE,1.76,3,59.3,60,85.2,64.9,30,40
Bangalore,Electronic City,family,4,Nandhana Palace - Andhra Style Restaurant - Electronic City,south_indian_restaurant,4.7,5968,PRICE_LEVEL_MODERATE,1.69,1,57.1,20,85.8,66.2,100,70
Bangalore,Electronic City,family,5,"AB's - Absolute Barbecues | Electronic City, Bangalore",barbecue_restaurant,4.4,3984,PRICE_LEVEL_MODERATE,1.80,3,56.9,60,74.2,64,30,40
Bangalore,Electronic City,family,6,46 Ounces Brewgarden,brewpub,4.6,16579,PRICE_LEVEL_EXPENSIVE,0.56,2,50,40,83.3,88.9,0,40
Bangalore,Electronic City,family,7,Meghana Foods - Singasandra,indian_restaurant,4.4,8374,PRICE_LEVEL_MODERATE,4.05,1,44.9,20,75.1,18.9,100,40
Bangalore,Electronic City,family,8,BLR Brewing Co - Electronic City,brewery,4.4,4518,PRICE_LEVEL_MODERATE,0.92,1,43.6,20,74.4,81.7,30,40
Bangalore,Electronic City,family,9,Thyme & Whisk | Pure Veg Restaurant,vegetarian_restaurant,4.7,3250,,0.92,1,41.1,20,84.3,81.5,0,40
Bangalore,Electronic City,family,10,Seasons Restaurant Electronic City,indian_restaurant,3.8,5653,,1.25,0,32.3,0,52.7,75,70,0
Bangalore,Electronic City,family,11,Adyar Ananda Bhavan - A2B,vegetarian_restaurant,4.1,16402,PRICE_LEVEL_MODERATE,1.23,0,28.6,0,63.9,75.5,30,0
Bangalore,Electronic City,family,12,Village Restaurant,middle_eastern_restaurant,3.9,3563,PRICE_LEVEL_MODERATE,0.93,0,28,0,56.5,81.4,30,0
Bangalore,Electronic City,family,13,"Lemon Tree Hotel, Electronic City, Bangalore",hotel,4.2,1960,,0.50,0,26.8,0,66.4,90.1,0,0
Bangalore,Electronic City,family,14,Ruchi Sagar Hotel,vegetarian_restaurant,3.8,5901,PRICE_LEVEL_MODERATE,1.24,0,26.3,0,52.6,75.1,30,0
Bangalore,Electronic City,family,15,Bier Loft - Brewery | Pub | Restaurant,pub,4.6,908,,1.74,0,24.9,0,75.5,65.1,0,0
Bangalore,Electronic City,family,16,Mangroove Taproom & Kitchen,restaurant,4.6,2244,,2.41,0,23.7,0,79.6,51.8,0,0
Bangalore,Electronic City,family,17,VRR Convention Center- A Luxurys Wedding Destination,convention_center,4.3,221,,2.60,0,19.9,0,63.7,47.9,0,0
Bangalore,Electronic City,family,18,Nandhini Deluxe - Singasandra,family_restaurant,4.2,4482,PRICE_LEVEL_MODERATE,4.70,0,18.8,0,67.2,6,30,0
Bangalore,Electronic City,family,19,"Keys Select By Lemon Tree Hotels, Hosur Road, Bengaluru",hotel,4.1,6398,,4.13,0,15.4,0,63.7,17.4,0,0
Bangalore,Electronic City,family,20,Macaw By Stories,pub,4.3,4590,,4.71,0,15,0,70.8,5.9,0,0
Bangalore,Electronic City,friends,1,Village Restaurant,middle_eastern_restaurant,3.9,3563,PRICE_LEVEL_MODERATE,0.93,5,72,100,56.5,81.4,30,40
Bangalore,Electronic City,friends,2,SECTOR 144 - Electronic City,pub,4.7,4482,PRICE_LEVEL_MODERATE,1.76,3,69.8,60,85.2,64.9,100,40
Bangalore,Electronic City,friends,3,"AB's - Absolute Barbecues | Electronic City, Bangalore",barbecue_restaurant,4.4,3984,PRICE_LEVEL_MODERATE,1.80,3,67.4,60,74.2,64,100,40
Bangalore,Electronic City,friends,4,Adyar Ananda Bhavan - A2B,vegetarian_restaurant,4.1,16402,PRICE_LEVEL_MODERATE,1.23,3,59.6,60,63.9,75.5,30,70
Bangalore,Electronic City,friends,5,46 Ounces Brewgarden,brewpub,4.6,16579,PRICE_LEVEL_EXPENSIVE,0.56,2,54.5,40,83.3,88.9,30,40
Bangalore,Electronic City,friends,6,BLR Brewing Co - Electronic City,brewery,4.4,4518,PRICE_LEVEL_MODERATE,0.92,1,54.1,20,74.4,81.7,100,40
Bangalore,Electronic City,friends,7,Pattikattan Biryani,south_indian_restaurant,4.2,8482,PRICE_LEVEL_MODERATE,1.18,2,49.5,40,67.6,76.3,30,40
Bangalore,Electronic City,friends,8,Bier Loft - Brewery | Pub | Restaurant,pub,4.6,908,,1.74,1,47.4,20,75.5,65.1,70,40
Bangalore,Electronic City,friends,9,Nandhana Palace - Andhra Style Restaurant - Electronic City,south_indian_restaurant,4.7,5968,PRICE_LEVEL_MODERATE,1.69,1,46.6,20,85.8,66.2,30,70
Bangalore,Electronic City,friends,10,Thyme & Whisk | Pure Veg Restaurant,vegetarian_restaurant,4.7,3250,,0.92,1,41.1,20,84.3,81.5,0,40
Bangalore,Electronic City,friends,11,"Lemon Tree Hotel, Electronic City, Bangalore",hotel,4.2,1960,,0.50,0,26.8,0,66.4,90.1,0,0
Bangalore,Electronic City,friends,12,Ruchi Sagar Hotel,vegetarian_restaurant,3.8,5901,PRICE_LEVEL_MODERATE,1.24,0,26.3,0,52.6,75.1,30,0
Bangalore,Electronic City,friends,13,Macaw By Stories,pub,4.3,4590,,4.71,0,25.5,0,70.8,5.9,70,0
Bangalore,Electronic City,friends,14,"The Big Buffet - Eat Unlimited, Electronic City",buffet_restaurant,4.4,1728,,1.44,0,25.2,0,72.4,71.2,0,0
Bangalore,Electronic City,friends,15,Mangroove Taproom & Kitchen,restaurant,4.6,2244,,2.41,0,23.7,0,79.6,51.8,0,0
Bangalore,Electronic City,friends,16,Meghana Foods - Singasandra,indian_restaurant,4.4,8374,PRICE_LEVEL_MODERATE,4.05,0,22.4,0,75.1,18.9,30,0
Bangalore,Electronic City,friends,17,Seasons Restaurant Electronic City,indian_restaurant,3.8,5653,,1.25,0,21.8,0,52.7,75,0,0
Bangalore,Electronic City,friends,18,VRR Convention Center- A Luxurys Wedding Destination,convention_center,4.3,221,,2.60,0,19.9,0,63.7,47.9,0,0
Bangalore,Electronic City,friends,19,Nandhini Deluxe - Singasandra,family_restaurant,4.2,4482,PRICE_LEVEL_MODERATE,4.70,0,18.8,0,67.2,6,30,0
Bangalore,Electronic City,friends,20,"Keys Select By Lemon Tree Hotels, Hosur Road, Bengaluru",hotel,4.1,6398,,4.13,0,15.4,0,63.7,17.4,0,0
Bangalore,Sarjapur Road,date_night,1,Roxie,fine_dining_restaurant,4.4,8339,,2.82,5,76.1,100,75.1,43.6,70,40
Bangalore,Sarjapur Road,date_night,2,Street 1522,north_indian_restaurant,4.2,8624,PRICE_LEVEL_EXPENSIVE,1.86,5,74.4,100,67.6,62.7,30,70
Bangalore,Sarjapur Road,date_night,3,Byg Brewski Brewing Company,brewpub,4.3,45641,PRICE_LEVEL_EXPENSIVE,1.43,5,73.6,100,71.9,71.4,30,40
Bangalore,Sarjapur Road,date_night,4,Big Pitcher Sarjapur,brewery,4.5,11311,PRICE_LEVEL_MODERATE,0.99,4,71.4,80,79.2,80.3,30,70
Bangalore,Sarjapur Road,date_night,5,"The Bier Library Brewery & Kitchen, Sarjapur Road",brewpub,4.5,6667,PRICE_LEVEL_EXPENSIVE,0.89,4,68.6,80,78.6,82.3,30,40
Bangalore,Sarjapur Road,date_night,6,Sarjapur Social,restaurant,4.2,12316,PRICE_LEVEL_EXPENSIVE,1.01,2,53,40,67.7,79.9,30,70
Bangalore,Sarjapur Road,date_night,7,Biergarten Bellandur,brewpub,4.6,9415,PRICE_LEVEL_MODERATE,3.20,2,46.4,40,82.8,35.9,30,40
Bangalore,Sarjapur Road,date_night,8,La Casa Brewery + Kitchen,restaurant,4.2,9766,PRICE_LEVEL_EXPENSIVE,1.31,0,29.1,0,67.6,73.8,30,0
Bangalore,Sarjapur Road,date_night,9,Meghana Foods Sarjapur Road,south_indian_restaurant,4.5,4286,PRICE_LEVEL_MODERATE,2.70,0,27,0,77.9,46,30,0
Bangalore,Sarjapur Road,date_night,10,Anand Sweets - Sarjapur,confectionery,4.3,14805,PRICE_LEVEL_MODERATE,2.32,0,26.9,0,71.6,53.6,30,0
Bangalore,Sarjapur Road,date_night,11,The Fisherman's Wharf,indian_restaurant,4.2,21532,PRICE_LEVEL_EXPENSIVE,2.73,0,24.9,0,67.8,45.3,30,0
Bangalore,Sarjapur Road,date_night,12,Tiger Tiger Brewhouse,brewpub,4.1,1591,,1.13,0,24.2,0,63,77.5,0,0
Bangalore,Sarjapur Road,date_night,13,The Bay at Ecoworld,restaurant,4.4,3862,,2.24,0,23.1,0,74.2,55.3,0,0
Bangalore,Sarjapur Road,date_night,14,Deck of Brews- Brewery & Kitchen,brewpub,4.3,3766,PRICE_LEVEL_EXPENSIVE,3.66,0,22.6,0,70.6,26.7,30,0
Bangalore,Sarjapur Road,date_night,15,Black Pearl Barbeque Restaurant,buffet_restaurant,4.3,38436,PRICE_LEVEL_EXPENSIVE,4.32,0,20.9,0,71.8,13.5,30,0
Bangalore,Sarjapur Road,date_night,16,"Casa Fresco, HSR: All-Day Dining & Café",restaurant,4.2,3014,PRICE_LEVEL_MODERATE,4.56,0,19.2,0,66.9,8.8,30,0
Bangalore,Sarjapur Road,date_night,17,Bellandur SOCIAL,restaurant,3.9,5549,PRICE_LEVEL_EXPENSIVE,4.17,0,18.3,0,56.3,16.6,30,0
Bangalore,Sarjapur Road,date_night,18,MTR,vegetarian_restaurant,4.1,7845,PRICE_LEVEL_MODERATE,4.95,0,17.4,0,63.8,1,30,0
Bangalore,Sarjapur Road,date_night,19,"Babai Tiffins, HSR Layout",vegetarian_restaurant,4.4,3847,,4.99,0,14.9,0,74.2,0.1,0,0
Bangalore,Sarjapur Road,date_night,20,AL-DAAZ HSR LAYOUT,restaurant,4.1,26057,PRICE_LEVEL_INEXPENSIVE,4.48,0,14.4,0,63.9,10.5,0,0
Bangalore,Sarjapur Road,family,1,Street 1522,north_indian_restaurant,4.2,8624,PRICE_LEVEL_EXPENSIVE,1.86,5,80.4,100,67.6,62.7,70,70
Bangalore,Sarjapur Road,family,2,Big Pitcher Sarjapur,brewery,4.5,11311,PRICE_LEVEL_MODERATE,0.99,4,71.4,80,79.2,80.3,30,70
Bangalore,Sarjapur Road,family,3,Black Pearl Barbeque Restaurant,buffet_restaurant,4.3,38436,PRICE_LEVEL_EXPENSIVE,4.32,5,70.9,100,71.8,13.5,70,40
Bangalore,Sarjapur Road,family,4,Byg Brewski Brewing Company,brewpub,4.3,45641,PRICE_LEVEL_EXPENSIVE,1.43,5,69.1,100,71.9,71.4,0,40
Bangalore,Sarjapur Road,family,5,The Fisherman's Wharf,indian_restaurant,4.2,21532,PRICE_LEVEL_EXPENSIVE,2.73,4,66.9,80,67.8,45.3,70,40
Bangalore,Sarjapur Road,family,6,"The Bier Library Brewery & Kitchen, Sarjapur Road",brewpub,4.5,6667,PRICE_LEVEL_EXPENSIVE,0.89,4,64.1,80,78.6,82.3,0,40
Bangalore,Sarjapur Road,family,7,Sarjapur Social,restaurant,4.2,12316,PRICE_LEVEL_EXPENSIVE,1.01,2,48.5,40,67.7,79.9,0,70
Bangalore,Sarjapur Road,family,8,Biergarten Bellandur,brewpub,4.6,9415,PRICE_LEVEL_MODERATE,3.20,2,46.4,40,82.8,35.9,30,40
Bangalore,Sarjapur Road,family,9,Meghana Foods Sarjapur Road,south_indian_restaurant,4.5,4286,PRICE_LEVEL_MODERATE,2.70,0,37.5,0,77.9,46,100,0
Bangalore,Sarjapur Road,family,10,Anand Sweets - Sarjapur,confectionery,4.3,14805,PRICE_LEVEL_MODERATE,2.32,0,26.9,0,71.6,53.6,30,0
Bangalore,Sarjapur Road,family,11,La Casa Brewery + Kitchen,restaurant,4.2,9766,PRICE_LEVEL_EXPENSIVE,1.31,0,24.6,0,67.6,73.8,0,0
Bangalore,Sarjapur Road,family,12,Tiger Tiger Brewhouse,brewpub,4.1,1591,,1.13,0,24.2,0,63,77.5,0,0
Bangalore,Sarjapur Road,family,13,The Bay at Ecoworld,restaurant,4.4,3862,,2.24,0,23.1,0,74.2,55.3,0,0
Bangalore,Sarjapur Road,family,14,Roxie,fine_dining_restaurant,4.4,8339,,2.82,0,21.6,0,75.1,43.6,0,0
Bangalore,Sarjapur Road,family,15,"Casa Fresco, HSR: All-Day Dining & Café",restaurant,4.2,3014,PRICE_LEVEL_MODERATE,4.56,0,19.2,0,66.9,8.8,30,0
Bangalore,Sarjapur Road,family,16,AL-DAAZ HSR LAYOUT,restaurant,4.1,26057,PRICE_LEVEL_INEXPENSIVE,4.48,0,18.9,0,63.9,10.5,30,0
Bangalore,Sarjapur Road,family,17,Deck of Brews- Brewery & Kitchen,brewpub,4.3,3766,PRICE_LEVEL_EXPENSIVE,3.66,0,18.1,0,70.6,26.7,0,0
Bangalore,Sarjapur Road,family,18,MTR,vegetarian_restaurant,4.1,7845,PRICE_LEVEL_MODERATE,4.95,0,17.4,0,63.8,1,30,0
Bangalore,Sarjapur Road,family,19,"Babai Tiffins, HSR Layout",vegetarian_restaurant,4.4,3847,,4.99,0,14.9,0,74.2,0.1,0,0
Bangalore,Sarjapur Road,family,20,Bellandur SOCIAL,restaurant,3.9,5549,PRICE_LEVEL_EXPENSIVE,4.17,0,13.8,0,56.3,16.6,0,0
Bangalore,Sarjapur Road,friends,1,Big Pitcher Sarjapur,brewery,4.5,11311,PRICE_LEVEL_MODERATE,0.99,4,81.9,80,79.2,80.3,100,70
Bangalore,Sarjapur Road,friends,2,Street 1522,north_indian_restaurant,4.2,8624,PRICE_LEVEL_EXPENSIVE,1.86,5,74.4,100,67.6,62.7,30,70
Bangalore,Sarjapur Road,friends,3,Byg Brewski Brewing Company,brewpub,4.3,45641,PRICE_LEVEL_EXPENSIVE,1.43,5,73.6,100,71.9,71.4,30,40
Bangalore,Sarjapur Road,friends,4,"The Bier Library Brewery & Kitchen, Sarjapur Road",brewpub,4.5,6667,PRICE_LEVEL_EXPENSIVE,0.89,4,68.6,80,78.6,82.3,30,40
Bangalore,Sarjapur Road,friends,5,The Fisherman's Wharf,indian_restaurant,4.2,21532,PRICE_LEVEL_EXPENSIVE,2.73,4,60.9,80,67.8,45.3,30,40
Bangalore,Sarjapur Road,friends,6,Sarjapur Social,restaurant,4.2,12316,PRICE_LEVEL_EXPENSIVE,1.01,2,53,40,67.7,79.9,30,70
Bangalore,Sarjapur Road,friends,7,Biergarten Bellandur,brewpub,4.6,9415,PRICE_LEVEL_MODERATE,3.20,2,46.4,40,82.8,35.9,30,40
Bangalore,Sarjapur Road,friends,8,La Casa Brewery + Kitchen,restaurant,4.2,9766,PRICE_LEVEL_EXPENSIVE,1.31,0,29.1,0,67.6,73.8,30,0
Bangalore,Sarjapur Road,friends,9,Meghana Foods Sarjapur Road,south_indian_restaurant,4.5,4286,PRICE_LEVEL_MODERATE,2.70,0,27,0,77.9,46,30,0
Bangalore,Sarjapur Road,friends,10,Anand Sweets - Sarjapur,confectionery,4.3,14805,PRICE_LEVEL_MODERATE,2.32,0,26.9,0,71.6,53.6,30,0
Bangalore,Sarjapur Road,friends,11,Tiger Tiger Brewhouse,brewpub,4.1,1591,,1.13,0,24.2,0,63,77.5,0,0
Bangalore,Sarjapur Road,friends,12,The Bay at Ecoworld,restaurant,4.4,3862,,2.24,0,23.1,0,74.2,55.3,0,0
Bangalore,Sarjapur Road,friends,13,Deck of Brews- Brewery & Kitchen,brewpub,4.3,3766,PRICE_LEVEL_EXPENSIVE,3.66,0,22.6,0,70.6,26.7,30,0
Bangalore,Sarjapur Road,friends,14,Roxie,fine_dining_restaurant,4.4,8339,,2.82,0,21.6,0,75.1,43.6,0,0
Bangalore,Sarjapur Road,friends,15,Black Pearl Barbeque Restaurant,buffet_restaurant,4.3,38436,PRICE_LEVEL_EXPENSIVE,4.32,0,20.9,0,71.8,13.5,30,0
Bangalore,Sarjapur Road,friends,16,"Casa Fresco, HSR: All-Day Dining & Café",restaurant,4.2,3014,PRICE_LEVEL_MODERATE,4.56,0,19.2,0,66.9,8.8,30,0
Bangalore,Sarjapur Road,friends,17,Bellandur SOCIAL,restaurant,3.9,5549,PRICE_LEVEL_EXPENSIVE,4.17,0,18.3,0,56.3,16.6,30,0
Bangalore,Sarjapur Road,friends,18,MTR,vegetarian_restaurant,4.1,7845,PRICE_LEVEL_MODERATE,4.95,0,17.4,0,63.8,1,30,0
Bangalore,Sarjapur Road,friends,19,"Babai Tiffins, HSR Layout",vegetarian_restaurant,4.4,3847,,4.99,0,14.9,0,74.2,0.1,0,0
Bangalore,Sarjapur Road,friends,20,AL-DAAZ HSR LAYOUT,restaurant,4.1,26057,PRICE_LEVEL_INEXPENSIVE,4.48,0,14.4,0,63.9,10.5,0,0
Bangalore,Bellandur,date_night,1,Roxie,fine_dining_restaurant,4.4,8339,,1.62,5,79.6,100,75.1,67.5,70,40
Bangalore,Bellandur,date_night,2,Byg Brewski Brewing Company,brewpub,4.3,45641,PRICE_LEVEL_EXPENSIVE,1.59,5,73.1,100,71.9,68.1,30,40
Bangalore,Bellandur,date_night,3,Ironhill Bengaluru,brewery,4.7,39890,,3.71,5,68.4,100,87.7,25.8,0,70
Bangalore,Bellandur,date_night,4,Meghana Foods - Marathahalli,south_indian_restaurant,4.1,24881,PRICE_LEVEL_MODERATE,3.68,5,65.3,100,63.9,26.5,30,40
Bangalore,Bellandur,date_night,5,"The Bier Library Brewery & Kitchen, Sarjapur Road",brewpub,4.5,6667,PRICE_LEVEL_EXPENSIVE,2.34,4,64.2,80,78.6,53.1,30,40
Bangalore,Bellandur,date_night,6,The Bay at Ecoworld,restaurant,4.4,3862,,0.98,3,54.9,60,74.2,80.4,0,40
Bangalore,Bellandur,date_night,7,Biergarten Bellandur,brewpub,4.6,9415,PRICE_LEVEL_MODERATE,1.10,2,52.8,40,82.8,78,30,40
Bangalore,Bellandur,date_night,8,Sarjapur Social,restaurant,4.2,12316,PRICE_LEVEL_EXPENSIVE,2.04,2,49.9,40,67.7,59.2,30,70
Bangalore,Bellandur,date_night,9,Bellandur SOCIAL,restaurant,3.9,5549,PRICE_LEVEL_EXPENSIVE,2.41,1,35.5,20,56.3,51.8,30,40
Bangalore,Bellandur,date_night,10,Tiger Tiger Brewhouse,brewpub,4.1,1591,,1.92,0,21.8,0,63,61.6,0,0
Bangalore,Bellandur,date_night,11,AL-DAAZ HSR LAYOUT,restaurant,4.1,26057,PRICE_LEVEL_INEXPENSIVE,2.74,0,19.6,0,63.9,45.2,0,0
Bangalore,Bellandur,date_night,12,"Babai Tiffins, HSR Layout",vegetarian_restaurant,4.4,3847,,3.50,0,19.3,0,74.2,30,0,0
